x,Curve1
0.97139,38.05182
0.9898,37.99357
1.02738,38.2228
1.13839,37.8326
1.18439,39.06833
1.19363,37.66123
1.19895,39.37292
1.21676,39.44011
1.22965,38.59561
1.24954,39.26273
1.25145,38.77114
1.2621,38.19112
1.27711,39.24484
1.27987,39.63797
1.2886,39.55632
1.30261,39.25076
1.30372,39.13547
1.32612,39.8703
1.3776,39.26856
1.40164,39.86096
1.48064,41.29557
1.49416,40.95952
