pc,S
0.003566995,1.993
0.004860667,3.595
0.0061895,5.383
0.007273204,7.231
0.008655854,9.126
0.009766333,10.994
0.011164565,13.041
0.012266233,15.47
0.013832473,17.513
0.01459611,19.223
0.016457638,21.426
0.017599893,23.886
0.018818902,26.217
0.023620157,34.128
0.032126303,49.525
0.041955617,64.461
0.056322168,95.014
0.068789866,112.673
0.080725768,129.537
0.099935717,158.46
0.12042104,182.161
0.149017125,212.672
0.174779672,229.753
0.204968638,244.373
0.233968292,244.264
0.253234147,236.717
